Rain ID,Date/Time,Nearest town,State,Latitude,Longitude,Severity confidence description,Intense precipitation amount,Intense precipitation period,Total precipitation,Total precipitation duration,Water course,Damage total,Insurance payout,Number of deaths,Number of injuries,Unnamed: 16
3936,2011-10-07 21:10:00,CROWS NEST,QLD,-27.2659,152.058,Other measurement of rainfall.,30.0,20.0,0,0,,,,,,
3937,2011-10-07 06:05:00,CROWS NEST,QLD,-27.2659,152.058,Bureau measurement of rainfall.,16.0,10.0,0,0,,,,,,
3938,2011-10-07 06:30:00,ESK,QLD,-27.2395,152.4197,Bureau measurement of rainfall.,20.0,10.0,0,0,,,,,,
3939,2011-10-07 21:30:00,LAIDLEY,QLD,-27.6315,152.3939,Bureau measurement of rainfall.,60.0,60.0,0,0,,,,,,
3940,2011-10-07 07:00:00,MOUNT ALFORD,QLD,-28.0654,152.5964,Other measurement of rainfall.,110.0,120.0,0,0,,,,,,
3941,2011-10-07 06:45:00,MOUNT COTTON,QLD,-27.6167,153.2167,Bureau measurement of rainfall.,63.0,30.0,0,0,,,,,,
3942,2011-10-07 07:15:00,TOOMBUL,QLD,-27.4167,153.05,Bureau measurement of rainfall.,74.0,60.0,0,0,,,,,,
3943,2011-10-07 06:30:00,GORDON PARK,QLD,-27.4165,153.0275,Bureau measurement of rainfall.,25.0,10.0,0,0,,,,,,
3944,2011-10-07 06:00:00,SLACKS CREEK,QLD,-27.6487,153.1511,Bureau measurement of rainfall.,25.0,10.0,0,0,,,,,,
3945,2011-10-07 06:40:00,MOUNT COTTON,QLD,-27.6167,153.2167,Bureau measurement of rainfall.,54.0,20.0,0,0,,,,,,
3946,2011-10-07 06:30:00,HELIDON,QLD,-27.5504,152.1261,Bureau measurement of rainfall.,54.0,20.0,0,0,,,,,,
3947,2011-10-07 06:45:00,TENTHILL,QLD,-27.6667,152.2333,Bureau measurement of rainfall.,58.0,60.0,0,0,,,,,,
3948,2011-10-07 07:00:00,LAIDLEY,QLD,-27.6315,152.3939,Bureau measurement of rainfall.,45.0,30.0,0,0,,,,,,
3949,2011-10-07 07:45:00,PEAK CROSSING,QLD,-27.7856,152.7552,Bureau measurement of rainfall.,67.0,60.0,0,0,,,,,,
3950,2011-10-07 00:00:00,PARKINSON,QLD,-27.65,153.0333,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
3951,2011-10-15 10:35:00,BOORAL,QLD,-25.354,152.8899,"Flash flooding reported, but no quantitative data available.",39.0,20.0,0,0,,,,,,
3952,2011-10-15 10:30:00,BURRUM TOWN,QLD,-25.329,152.5872,Bureau measurement of rainfall.,37.0,20.0,0,0,,,,,,
3953,2011-10-19 18:45:00,GOLDSBOROUGH,QLD,-17.1824,145.7442,Bureau measurement of rainfall.,0.0,0.0,385,24,Russell River,,,,,
3954,2011-10-18 05:00:00,MENA CREEK,QLD,-17.6712,145.9231,Bureau measurement of rainfall.,0.0,0.0,157,3,Johnstone River,,,,,
3958,2011-11-04 06:00:00,MOUNT ISA,QLD,-20.726,139.494,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,Leichhardt River,,,,,
3959,2011-11-13 08:25:00,RATHDOWNEY,QLD,-28.2115,152.8633,Bureau measurement of rainfall.,0.0,0.0,0,0,Logan River,,,,,
3966,2011-10-30 10:00:00,HAMILTON,QLD,-27.4373,153.0594,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,Brisbane River,,,,,
3968,2011-10-30 06:00:00,FELTON,QLD,-27.7493,151.7372,Other measurement of rainfall.,0.0,0.0,100,0,Comdamine River,,,,,
4012,2011-11-18 00:00:00,CORONA,QLD,-23.1167,143.35,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4091,2006-01-09 00:00:00,PINNACLES,QLD,-19.4333,146.6833,Estimate of rainfall (eg. from filling of receptacles).,59.0,30.0,0,0,,,,,,
4092,2006-01-10 00:00:00,PINNACLES,QLD,-19.4333,146.6833,Estimate of rainfall (eg. from filling of receptacles).,44.0,20.0,0,0,,,,,,
4093,2006-01-11 00:00:00,JARRA CREEK,QLD,-17.9833,145.8667,Estimate of rainfall (eg. from filling of receptacles).,4.0,0.0,0,0,,,,,,
4094,2006-01-18 00:00:00,GRANDCHESTER,QLD,-27.759,152.475,Estimate of rainfall (eg. from filling of receptacles).,46.0,30.0,0,0,,,,,,
4095,2006-01-18 00:00:00,LAIDLEY,QLD,-27.6315,152.3939,Estimate of rainfall (eg. from filling of receptacles).,48.0,20.0,0,0,,,,,,
4096,2006-01-27 00:00:00,TULLY,QLD,-17.9312,145.9242,Estimate of rainfall (eg. from filling of receptacles).,89.0,60.0,0,0,,,,,,
4097,2006-02-21 00:00:00,ARATULA,QLD,-27.9815,152.5486,Estimate of rainfall (eg. from filling of receptacles).,28.0,10.0,0,0,,,,,,
4098,2006-03-08 00:00:00,SUTTOR RIVER,QLD,-20.6,147.0167,Estimate of rainfall (eg. from filling of receptacles).,62.0,30.0,0,0,,,,,,
4099,2006-03-09 00:00:00,MACKAY,QLD,-21.1412,149.1858,Estimate of rainfall (eg. from filling of receptacles).,93.0,60.0,0,0,,,,,,
4100,2006-11-08 00:00:00,WOODFORD,QLD,-26.9409,152.7669,Estimate of rainfall (eg. from filling of receptacles).,28.0,10.0,0,0,,,,,,
4101,2006-11-08 00:00:00,PALMWOODS,QLD,-26.6884,152.9597,Estimate of rainfall (eg. from filling of receptacles).,41.0,20.0,0,0,,,,,,
4102,2006-11-08 00:00:00,GOLD COAST,QLD,-27.9984,153.3344,Estimate of rainfall (eg. from filling of receptacles).,35.0,10.0,0,0,,,,,,
4103,2006-12-16 00:00:00,TALLEGALLA,QLD,-27.5898,152.5547,Estimate of rainfall (eg. from filling of receptacles).,18.0,5.0,0,0,,,,,,
4104,2006-12-16 00:00:00,CROWS NEST,QLD,-27.2659,152.058,Estimate of rainfall (eg. from filling of receptacles).,35.0,20.0,0,0,,,,,,
4105,2006-12-16 00:00:00,MOY POCKET,QLD,-26.5278,152.7431,Estimate of rainfall (eg. from filling of receptacles).,20.0,5.0,0,0,,,,,,
4106,2006-12-16 00:00:00,COOROY,QLD,-26.4167,152.9119,Estimate of rainfall (eg. from filling of receptacles).,23.0,5.0,0,0,,,,,,
4107,2006-12-16 00:00:00,BOREEN POINT,QLD,-26.2851,152.9983,Estimate of rainfall (eg. from filling of receptacles).,21.0,5.0,0,0,,,,,,
4108,2007-02-14 00:00:00,BILWON,QLD,-16.852,145.458,Estimate of rainfall (eg. from filling of receptacles).,50.0,30.0,0,0,,,,,,
4109,2007-02-18 00:00:00,WALLAMAN,QLD,-18.6676,145.8514,Estimate of rainfall (eg. from filling of receptacles).,53.0,30.0,0,0,,,,,,
4110,2007-03-08 00:00:00,Crows Nest,QLD,-18.6676,145.8514,Estimate of rainfall (eg. from filling of receptacles).,23.0,10.0,0,0,,,,,,
4111,2007-03-13 00:00:00,MOUNT ISA,QLD,-20.726,139.494,Estimate of rainfall (eg. from filling of receptacles).,25.0,15.0,0,0,,,,,,
4112,2007-03-13 00:00:00,TULLY,QLD,-17.9312,145.9242,Estimate of rainfall (eg. from filling of receptacles).,51.0,30.0,0,0,,,,,,
4113,2007-03-13 00:00:00,MAREEBA,QLD,-16.9971,145.4231,Estimate of rainfall (eg. from filling of receptacles).,73.0,60.0,0,0,,,,,,
4114,2007-04-22 00:00:00,CALAMVALE,QLD,-27.6167,153.05,Estimate of rainfall (eg. from filling of receptacles).,27.0,10.0,0,0,,,,,,
4115,2011-11-07 09:45:00,NEWCASTLE,NSW,-32.9317,151.7845,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4116,2011-11-08 05:00:00,SHELLHARBOUR,NSW,-34.5817,150.8679,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4117,2011-11-29 11:00:00,ROSSI,NSW,-35.4651,149.5012,Bureau measurement of rainfall.,56.0,120.0,0,0,,,,,,
4118,2011-09-28 05:30:00,GISBORNE,VIC,-37.4902,144.5896,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4119,2011-09-28 05:40:00,MELBOURNE,VIC,-37.8436,144.974,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4120,2011-10-06 04:30:00,THORPDALE,VIC,-38.3249,146.2082,Bureau measurement of rainfall.,24.2,30.0,0,0,,,,,,
4121,2011-10-06 08:30:00,GISBORNE,VIC,-37.4902,144.5896,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4122,2011-10-22 04:10:00,BALLARAT,VIC,-37.5615,143.853,Other measurement of rainfall.,0.0,20.0,0,0,Road,,,,,
4123,2011-10-22 06:00:00,BENDIGO,VIC,-36.7625,144.2777,Other measurement of rainfall.,0.0,0.0,0,0,Road,,,,,
4124,2011-10-28 05:45:00,BROOKLYN,VIC,-37.8141,144.8395,Bureau measurement of rainfall.,17.0,20.0,0,0,,,,,,
4125,2011-11-09 07:50:00,SOMERVILLE,VIC,-38.228,145.1755,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4126,2011-11-09 08:00:00,ELWOOD,VIC,-37.8851,144.985,"Flash flooding reported, but no quantitative data available.",0.0,3.0,0,0,,,,,,
4127,2011-11-09 08:00:00,BENTLEIGH EAST,VIC,-37.9226,145.0659,Other measurement of rainfall.,23.0,6.0,0,0,,,,,,
4128,2011-11-09 08:00:00,BEAUMARIS,VIC,-37.9843,145.0415,Other measurement of rainfall.,24.0,10.0,0,0,,,,,,
4129,2011-11-09 08:15:00,PAKENHAM,VIC,-38.0773,145.4779,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,Road,,,,,
4130,2011-11-09 03:00:00,PORT FAIRY,VIC,-38.3862,142.2309,Bureau measurement of rainfall.,6.8,3.0,18,1,,,,,,
4131,2011-11-25 10:30:00,BEULAH WEST,VIC,-35.9349,142.2782,Other measurement of rainfall.,33.0,30.0,0,0,,,,,,
4133,2011-12-10 06:00:00,WANGARATTA,VIC,-36.3608,146.3112,Other measurement of rainfall.,0.0,0.0,0,0,,,,,,
4134,2011-12-16 06:45:00,TONGIO,VIC,-37.2125,147.7179,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4135,2011-11-25 23:45:00,KEW,VIC,-37.8102,145.0279,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4136,2011-11-25 23:50:00,NORTHCOTE,VIC,-37.7746,145.0027,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4137,2011-12-18 05:15:00,MOCKINYA,VIC,-36.963,142.1525,Estimate of rainfall (eg. from filling of receptacles).,55.0,30.0,0,0,,,,,,
4138,2011-12-18 06:00:00,HALLS GAP,VIC,-37.1714,142.5612,Estimate of rainfall (eg. from filling of receptacles).,0.0,0.0,0,0,,,,,,
4140,2011-12-18 05:00:00,MOUNT WILLIAM,VIC,-37.2943,142.5998,Estimate of rainfall (eg. from filling of receptacles).,19.6,30.0,0,0,,,,,,
4141,2011-12-18 07:30:00,HALLS GAP,VIC,-37.1714,142.5612,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4143,2011-12-18 05:40:00,GREAT WESTERN,VIC,-37.1984,142.8179,Other measurement of rainfall.,59.0,18.0,0,0,,,,,,
4144,2011-12-18 06:28:00,STAWELL,VIC,-37.0598,142.7771,Bureau measurement of rainfall.,27.4,10.0,0,0,,,,,,
4145,2011-12-18 06:40:00,STAWELL,VIC,-37.0598,142.7771,Other measurement of rainfall.,29.0,20.0,0,0,,,,,,
4146,2011-12-19 00:00:00,TOOLANGI,VIC,-37.5641,145.4602,Other measurement of rainfall.,32.3,60.0,0,0,,,,,,
4147,2011-12-18 11:00:00,TRENTHAM,VIC,-37.4211,144.3248,Other measurement of rainfall.,17.6,5.7,0,0,,,,,,
4148,2011-12-18 06:30:00,HALLS GAP,VIC,-37.1714,142.5612,Other measurement of rainfall.,0.0,0.0,0,0,,,,,,
4150,2011-12-18 11:25:00,MOUNT MACEDON,VIC,-37.3992,144.588,Other measurement of rainfall.,19.0,15.0,0,0,,,,,,
4151,2011-12-18 12:40:00,CRAIGIEBURN,VIC,-37.5959,144.9328,Other measurement of rainfall.,15.6,15.0,0,0,,,,,,
4152,2011-12-24 05:00:00,Dargo,VIC,-37.49,147.1658,Bureau measurement of rainfall.,36.2,60.0,0,0,,,,,,
4153,2011-12-25 04:30:00,DELAHEY,VIC,-37.721,144.7761,Other measurement of rainfall.,28.0,30.0,0,0,,,,,,
4154,2011-12-25 06:10:00,ELTHAM,VIC,-37.7258,145.1347,Other measurement of rainfall.,86.5,45.0,0,0,,,,,,
4155,2011-12-25 06:30:00,YARRA GLEN,VIC,-37.6604,145.3731,Other measurement of rainfall.,0.0,0.0,0,0,,,,,,
4156,2011-12-25 05:30:00,ELTHAM,VIC,-37.7258,145.1347,Other measurement of rainfall.,0.0,0.0,136,24,,,,,,
4157,2011-12-25 04:53:00,LAVERTON R A A F BASE,VIC,-37.8627,144.7412,Bureau measurement of rainfall.,19.2,12.0,44,24,,,,,,
4158,2010-12-04 11:00:00,MILDURA AIRPORT,VIC,-34.2316,142.0815,Bureau measurement of rainfall.,27.8,25.0,53,24,,,,,,
4159,2012-02-09 09:30:00,Pennyroyal,VIC,-38.421,143.8348,Other measurement of rainfall.,0.0,0.0,223,24,,,,,,
4160,2012-02-09 03:00:00,BUCHAN CAVES,VIC,-37.5028,148.1585,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4161,2012-02-09 07:15:00,CORA LYNN,VIC,-38.1429,145.6066,Other measurement of rainfall.,187.0,90.0,0,0,,,,,,
4162,2012-01-28 09:50:00,BROADFORD,VIC,-37.2057,145.0449,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4163,2012-02-10 02:30:00,Penshurst,VIC,-37.8824,142.4235,Bureau measurement of rainfall.,73.0,120.0,77,24,,,,,,
4164,2012-02-10 04:35:00,BEAUFORT,VIC,-37.4332,143.3781,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4165,2012-02-10 06:30:00,CASTLEMAINE,VIC,-37.0639,144.2163,Other measurement of rainfall.,60.0,30.0,0,0,,,,,,
4166,2012-12-20 00:00:00,ROCHESTER,VIC,-36.3613,144.6985,"Flash flooding reported, but no quantitative data available.",0.0,0.0,33,24,,,,,,
4167,2012-02-19 23:30:00,Archerton,VIC,-36.9064,146.2389,Bureau measurement of rainfall.,34.2,30.0,0,0,,,,,,
4168,2012-02-19 23:30:00,STRATH CREEK,VIC,-37.24,145.2176,Other measurement of rainfall.,30.0,30.0,31,24,,,,,,
4169,2012-02-26 06:00:00,Rutherglen,VIC,-36.1047,146.5094,Bureau measurement of rainfall.,29.8,30.0,49,24,,,,,,
4170,2012-02-27 04:41:00,MILDURA AIRPORT,VIC,-34.2316,142.0815,Bureau measurement of rainfall.,29.2,15.0,34,24,,,,,,
4171,2012-02-27 04:40:00,BALLARAT,VIC,-37.5615,143.853,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4172,2012-02-27 06:00:00,BALLARAT,VIC,-37.5615,143.853,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4173,2012-02-27 09:30:00,Benalla,VIC,-36.6181,145.9822,Bureau measurement of rainfall.,57.5,30.0,167,24,,,,,,
4174,2012-02-27 08:00:00,MILL PARK,VIC,-37.6728,145.061,Other measurement of rainfall.,0.0,0.0,0,0,,,,,,
4175,2012-02-27 08:30:00,CASTLEMAINE,VIC,-37.0639,144.2163,Bureau measurement of rainfall.,65.0,60.0,0,0,,,,,,
4176,2012-02-27 08:30:00,CHEWTON,VIC,-37.082,144.2584,Other measurement of rainfall.,89.0,60.0,0,0,,,,,,
4177,2012-03-14 04:30:00,CALLAGHAN CREEK,VIC,-36.4459,147.4274,Other measurement of rainfall.,21.6,30.0,0,0,,,,,,
4178,2012-04-22 08:15:00,TARRAWINGEE,VIC,-36.3948,146.4469,Other measurement of rainfall.,26.0,15.0,0,0,,,,,,
4179,2012-02-22 05:30:00,Aurthurs Seat,VIC,-38.3586,144.9444,Bureau measurement of rainfall.,20.2,30.0,26,24,,,,,,
4180,2012-04-24 01:00:00,CRANBOURNE,VIC,-38.1061,145.2777,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,,,,,
4181,2011-12-11 02:59:00,Berowra heights,NSW,-33.607,151.143,Other measurement of rainfall.,36.0,19.0,0,0,,,,,,
4184,2011-12-11 02:00:00,TUGGERANONG,NSW,-35.4317,149.1512,Bureau measurement of rainfall.,32.8,30.0,0,0,,,,,,
4185,2011-12-11 06:29:00,TERREEL RIDGE,NSW,-32.2151,152.0345,Bureau measurement of rainfall.,55.0,30.0,0,0,,,,,,
4186,2011-12-11 17:30:00,BLUE HAVEN,NSW,-33.1984,151.4845,Bureau measurement of rainfall.,120.0,60.0,160,24,,,,,,
4187,2011-12-11 06:32:00,COOMA AIRPORT,NSW,-36.2984,148.9679,Bureau measurement of rainfall.,25.0,30.0,0,0,,,,,,
4188,2011-12-11 07:00:00,DUNGOG,NSW,-32.3817,151.8345,Bureau measurement of rainfall.,25.8,30.0,0,0,,,,,,
4189,2011-12-19 07:10:00,GREYSTANES,NSW,-33.8151,150.9346,Bureau measurement of rainfall.,42.5,30.0,0,0,,,,,,
4190,2011-12-19 07:15:00,MERRYLANDS,NSW,-33.8401,150.9846,Bureau measurement of rainfall.,43.5,30.0,0,0,,,,,,
4191,2011-12-19 07:15:00,DOYLES PROSPECT,NSW,-31.2984,148.9346,Bureau measurement of rainfall.,35.0,30.0,0,0,,,,,,
4192,2011-12-21 07:30:00,PINE RIDGE,NSW,-33.9317,149.2846,Bureau measurement of rainfall.,71.0,60.0,0,0,,,,,,
4193,2011-12-21 07:30:00,BLACKVILLE,NSW,-31.6317,150.2345,Bureau measurement of rainfall.,34.4,30.0,0,0,,,,,,
4194,2011-12-21 07:30:00,DURI,NSW,-31.2151,150.8178,Bureau measurement of rainfall.,77.0,60.0,0,0,,,,,,
4195,2011-12-22 05:20:00,COOMA,NSW,-36.2515,149.0782,Bureau measurement of rainfall.,27.0,30.0,0,0,,,,,,
4196,2011-12-24 04:10:00,BARRINGTON TOPS,NSW,-31.9984,151.4511,Bureau measurement of rainfall.,34.0,30.0,0,0,,,,,,
4197,2011-12-24 04:10:00,WAUKIVORY CREEK,NSW,-32.0817,152.0011,Bureau measurement of rainfall.,39.0,60.0,0,0,,,,,,
4198,2011-12-24 07:00:00,JINGERA,NSW,-35.7651,149.4179,Bureau measurement of rainfall.,48.0,60.0,0,0,,,,,,
4199,2011-12-24 07:20:00,QUEANBEYAN,NSW,-35.3576,149.2332,Bureau measurement of rainfall.,42.8,30.0,0,0,,,,,,
4200,2011-12-24 07:55:00,CAPTAINS FLAT,NSW,-35.5817,149.4512,Bureau measurement of rainfall.,22.8,15.0,0,0,,,,,,
4201,2011-12-26 08:40:00,PUTTY,NSW,-32.9151,150.6512,Bureau measurement of rainfall.,32.0,30.0,0,0,,,,,,
4202,2012-01-03 07:11:00,JERANGLE,NSW,-35.8817,149.3679,Bureau measurement of rainfall.,26.2,30.0,0,0,,,,,,
4203,2012-01-05 06:40:00,MANILDRA,NSW,-33.1817,148.6846,Estimate of rainfall (eg. from filling of receptacles).,35.0,45.0,0,0,,,,,,
4204,2012-01-05 12:25:00,AVALON,NSW,-33.6317,151.3179,Bureau measurement of rainfall.,36.0,30.0,0,0,,,,,,
4205,2012-01-14 04:30:00,BATHURST,NSW,-33.4167,149.5807,Bureau measurement of rainfall.,22.0,30.0,0,0,,,,,,
4206,2012-01-19 06:30:00,EAST ORANGE CREEK,NSW,-33.3067,149.1054,Bureau measurement of rainfall.,49.0,30.0,0,0,,,,,,
4207,2012-01-20 10:04:00,TUGGERANONG,NSW,-35.4317,149.1512,Bureau measurement of rainfall.,32.6,30.0,0,0,,,,,,
4208,2012-01-21 02:50:00,BATHURST,NSW,-33.4167,149.5807,Bureau measurement of rainfall.,23.0,10.0,0,0,,,,,,
4209,2012-01-22 00:20:00,TAREE,NSW,-31.9151,152.4511,Bureau measurement of rainfall.,36.0,30.0,0,0,,,,,,
4210,2012-01-26 07:23:00,WARRAGAMBA DAM,NSW,-33.8817,150.5929,Bureau measurement of rainfall.,41.0,30.0,0,0,,,,,,
4211,2012-02-06 10:30:00,MUDGEE AIRPORT,NSW,-32.5484,149.6012,Bureau measurement of rainfall.,41.8,25.0,0,0,,,,,,
4212,2012-02-08 03:40:00,WEABONGA,NSW,-31.2151,151.3178,Bureau measurement of rainfall.,20.5,15.0,0,0,,,,,,
4213,2012-02-08 03:40:00,DUBBO,NSW,-32.2567,148.6012,Bureau measurement of rainfall.,51.6,60.0,0,0,,,,,,
4214,2012-02-11 06:20:00,WOOLGOOLGA,NSW,-30.0984,153.1511,Other measurement of rainfall.,32.0,10.0,0,0,,,,,,
4215,2012-02-12 04:15:00,INGLEBURN,NSW,-33.9984,150.8512,Bureau measurement of rainfall.,20.0,15.0,0,0,,,,,,
4216,2012-02-12 05:00:00,KINGS LANGLEY,NSW,-33.7484,150.9179,Bureau measurement of rainfall.,42.0,30.0,0,0,,,,,,
4217,2012-02-12 10:20:00,COFFS HARBOUR,NSW,-30.3151,153.1345,Bureau measurement of rainfall.,25.0,30.0,0,0,,,,,,
4218,2012-02-13 02:05:00,MURWILLUMBAH,NSW,-28.3317,153.3845,Bureau measurement of rainfall.,62.0,60.0,0,0,,,,,,
4219,2012-02-13 05:25:00,KENDALL,NSW,-35.4818,148.0012,Bureau measurement of rainfall.,26.0,30.0,0,0,,,,,,
4220,2012-02-14 07:30:00,BARRINGTON TOPS,NSW,-31.9984,151.4511,Bureau measurement of rainfall.,44.0,60.0,0,0,,,,,,
4221,2012-02-18 06:24:00,DUBBO,NSW,-32.2567,148.6012,Estimate of rainfall (eg. from filling of receptacles).,55.0,30.0,0,0,,,,,,
4222,2012-02-18 08:23:00,PARKVILLE RAILWAY STATION,NSW,-31.9817,150.8678,Estimate of rainfall (eg. from filling of receptacles).,0.0,0.0,0,0,,,,,,
4223,2012-02-19 07:58:00,JERVIS BAY,NSW,-35.0651,150.7346,Other measurement of rainfall.,26.0,10.0,0,0,,,,,,
4224,2012-02-19 09:50:00,DARKES FOREST,NSW,-34.2317,150.9096,Bureau measurement of rainfall.,34.0,30.0,0,0,,,,,,
4225,2012-02-19 10:00:00,EAST SYDNEY,NSW,-33.8817,151.2179,Bureau measurement of rainfall.,29.0,10.0,0,0,,,,,,
4226,2012-02-19 11:15:00,PEAKHURST,NSW,-33.9567,151.0596,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4227,2012-02-20 06:18:00,TAMWORTH,NSW,-31.0817,150.9345,Bureau measurement of rainfall.,25.0,15.0,0,0,,,,,,
4228,2012-02-20 11:30:00,YAMBA,NSW,-29.4401,153.3595,Bureau measurement of rainfall.,54.0,60.0,0,0,,,,,,
4229,2012-02-20 14:00:00,KYOGLE VIEW,NSW,-28.3984,153.0678,Bureau measurement of rainfall.,59.0,60.0,0,0,,,,,,
4230,2012-02-20 15:00:00,CAWONGLA,NSW,-28.5984,153.1011,Bureau measurement of rainfall.,57.0,60.0,0,0,,,,,,
4231,2012-02-20 15:00:00,DOON DOON CREEK,NSW,-28.4984,153.3011,Bureau measurement of rainfall.,45.0,60.0,0,0,,,,,,
4232,2012-02-29 06:00:00,WILCANNIA AERODROME,NSW,-31.4985,143.368,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4233,2012-03-29 07:05:00,ST ALBANS,NSW,-33.2901,150.9929,Bureau measurement of rainfall.,38.0,10.0,0,0,,,,,,
4234,2012-04-08 08:38:00,OAKLANDS RAILWAY STATION,NSW,-35.5485,146.168,Bureau measurement of rainfall.,30.0,20.0,0,0,,,,,,
4235,2012-04-08 10:20:00,TURRAMURRA,NSW,-33.7317,151.1346,Other measurement of rainfall.,38.0,15.0,0,0,,,,,,
4236,2012-01-18 10:00:00,TUGGERANONG,NSW,-35.4317,149.1512,Bureau measurement of rainfall.,33.0,30.0,0,0,,,,,,
4237,2011-12-11 13:06:00,SAN REMO,NSW,-33.1984,151.5178,Other measurement of rainfall.,80.0,70.0,0,0,,,,,,
4238,2012-02-12 04:00:00,CABRAMATTA,NSW,-33.8984,150.9346,Bureau measurement of rainfall.,25.0,20.0,0,0,,,,,,
4239,2011-11-09 08:30:00,MILL PARK,VIC,-37.6728,145.061,Other measurement of rainfall.,20.0,20.0,0,0,,,,,,
4240,2011-12-17 19:00:00,MILDURA AIRPORT,VIC,-34.2316,142.0815,Bureau measurement of rainfall.,33.8,60.0,59,24,,,,,,
4241,2012-03-16 01:43:00,MOUNT KURING-GAI,NSW,-33.7484,151.0679,Other measurement of rainfall.,24.0,10.0,0,0,,,,,,
4242,2012-01-05 06:30:00,WOOLBROOK,NSW,-30.9651,151.3511,Other measurement of rainfall.,35.0,60.0,0,0,,,,,,
4243,2012-02-10 05:14:00,CHARLESTOWN,NSW,-32.9651,151.6845,Other measurement of rainfall.,25.0,32.0,0,0,,,,,,
4244,2012-02-19 11:30:00,MOUNT KURING-GAI,NSW,-33.7484,151.0679,Other measurement of rainfall.,34.0,12.0,0,0,,,,,,
4245,2011-11-08 00:00:00,LEIGH CREEK,SA,-30.5924,138.4003,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4246,2011-12-17 00:00:00,KADINA,SA,-33.9626,137.7154,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4247,2011-12-17 00:00:00,BUCKLAND PARK,SA,-34.6428,138.4778,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4248,2011-12-17 00:00:00,HALLETT COVE,SA,-35.0769,138.5018,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4249,2011-12-17 00:00:00,WHYALLA AIRPORT,SA,-33.0594,137.5154,Bureau measurement of rainfall.,0.0,0.0,0,0,,,,,,
4250,2011-12-17 00:00:00,GLUEPOT,SA,-33.0234,134.7166,Bureau measurement of rainfall.,0.0,0.0,102,24,,,,,,
4251,2012-01-07 00:00:00,LITTLE PARA RESERVOIR,SA,-34.7514,138.723,Bureau measurement of rainfall.,27.0,30.0,0,0,,,,,,
4252,2012-01-07 00:00:00,GOLDEN GROVE,SA,-34.7838,138.706,Bureau measurement of rainfall.,21.0,30.0,0,0,,,,,,
4253,2012-01-07 00:00:00,KERSBROOK,SA,-34.7843,138.8516,Bureau measurement of rainfall.,20.0,30.0,0,0,,,,,,
4254,2012-01-07 00:00:00,Ironstone Road,SA,-34.7843,138.8516,Bureau measurement of rainfall.,24.0,20.0,0,0,,,,,,
4255,2012-01-07 00:00:00,Cromer Road,SA,0.0,0.0,Bureau measurement of rainfall.,22.0,30.0,0,0,,,,,,
4256,2012-01-07 00:00:00,BELLEVUE HEIGHTS,SA,-35.0326,138.594,Bureau measurement of rainfall.,20.0,30.0,0,0,,,,,,
4257,2012-01-07 00:00:00,ACKLAND HILL,SA,-35.0519,138.6431,Bureau measurement of rainfall.,21.0,30.0,0,0,,,,,,
4258,2012-01-07 00:00:00,MOUNT CRAWFORD,SA,-34.713,138.9528,Bureau measurement of rainfall.,20.0,15.0,0,0,,,,,,
4259,2012-01-07 00:00:00,KUITPO,SA,-35.2266,138.6862,Bureau measurement of rainfall.,30.0,30.0,0,0,,,,,,
4260,2012-01-07 00:00:00,BUCKLAND PARK,SA,-34.6859,138.5169,Bureau measurement of rainfall.,20.0,30.0,0,0,,,,,,
4261,2012-01-07 00:00:00,CLEVE,SA,-33.702,136.4937,Other measurement of rainfall.,43.0,60.0,0,0,,,,,,
4262,2012-01-29 00:00:00,WHYALLA,SA,-33.0594,137.5154,Other measurement of rainfall.,30.0,60.0,0,0,,,,,,
